population,pop2024,pop2023,pop2022,pop2021,pop2020,pop2019,pop2018,pop2017,pop2016,pop2015,pop2014,pop2013,pop2012,pop2011,pop2010,pop2009,pop2008,pop2007,pop2006,pop2005,pop2004,pop2003,pop2002,pop2001,pop2000,growth,region,city,usps,state,countyFips,county,densityMi,slug,areaMi,lng,lat,type,rank
56616,56616,56841,57066,58120,59174,59646,59646,59646,59646,59646,59646,59646,59646,59646,59764,58876.51229,57989.02457,57101.53686,514243.2491,55326.56143,54439.07371,53551.586,52664.09828,51776.61057,50889.12285,-0.00396,Southeast,Fountainebleau,FL,Florida,12086,Miami-Dade County,14308,florida/fountainebleau,3.957,-80.3462,25.7723,CDP,75
53481,53481,53456,53627,53504,53381,51848.2,51848.2,51848.2,51848.2,51848.2,51848.2,51848.2,51848.2,51848.2,49549,48813.20372,48077.40744,47341.61117,510764.0149,45870.01861,45134.22233,44398.42605,43662.62977,42926.8335,42191.03722,0.00047,South,Pinellas Park,FL,Florida,12103,Pinellas County,3311,florida/pinellas-park,16.154,-82.7082,27.8589,City,76
53473,53473,53724,53880,54178,54476,52514.4,52514.4,52514.4,52514.4,52514.4,52514.4,52514.4,52514.4,52514.4,52024,51251.45029,50478.90058,49706.35087,511607.0012,48161.25145,47388.70174,46616.15203,45843.60232,45071.05261,44298.5029,-0.00467,Northwest,Pensacola,FL,Florida,12033,Escambia County,2349,florida/pensacola,22.769,-87.1912,30.441,City,77
52448,52448,52649,52851,54304,55757,55465.4,55465.4,55465.4,55465.4,55465.4,55465.4,55465.4,55465.4,55465.4,55271,54450.23276,53629.46552,52808.69827,512712.931,51167.16379,50346.39655,49525.6293,48704.86206,47884.09482,47063.32758,-0.00382,Southeast,Tamiami,FL,Florida,12086,Miami-Dade County,7515,florida/tamiami,6.979,-80.4026,25.7563,CDP,78
52080,52080,52370,52661,54196.5,55732,55981.6,55981.6,55981.6,55981.6,55981.6,55981.6,55981.6,55981.6,55981.6,56148,55314.20942,54480.41884,53646.62826,513011.6377,51979.0471,51145.25652,50311.46594,49477.67536,48643.88478,47810.0942,-0.00554,Southeast,Kendale Lakes,FL,Florida,12086,Miami-Dade County,6450,florida/kendale-lakes,8.075,-80.4116,25.7069,CDP,79
51620,51620,51298,50975,50705.5,50436,49103.6,49103.6,49103.6,49103.6,49103.6,49103.6,49103.6,49103.6,49103.6,47105,46405.49681,45705.99362,45006.49042,509931.5872,43607.48404,42907.98085,42208.47765,41508.97446,40809.47127,40109.96808,0.00628,Southeast,Country Club,FL,Florida,12086,Miami-Dade County,12355,florida/country-club,4.178,-80.3092,25.9395,CDP,80
50479,50479,49813,49148,48743.5,48339,45468.6,45468.6,45468.6,45468.6,45468.6,45468.6,45468.6,45468.6,45468.6,41163,40551.73474,39940.46949,39329.20423,507907.739,38106.67372,37495.40846,36884.1432,36272.87795,35661.61269,35050.34743,0.01337,South,University,FL,Florida,12057,Hillsborough County,7977,florida/university,6.328,-82.4333,28.0769,CDP,81
50383,50383,48621,46497,44916,43335,37552.6,37552.6,37552.6,37552.6,37552.6,37552.6,37552.6,37552.6,37552.6,28879,28450.15056,28021.30113,27592.45169,503723.8023,26734.75282,26305.90338,25877.05395,25448.20451,25019.35507,24590.50564,0.03624,East,Clermont,FL,Florida,12069,Lake County,2796,florida/clermont,18.02,-81.7202,28.5333,City,82
49967,49967,49680,49326,49072.5,48819,46777,46777,46777,46777,46777,46777,46777,46777,46777,43714,43064.85272,42415.70544,41766.55816,508776.6109,40468.26361,39819.11633,39169.96905,38520.82177,37871.67449,37222.52721,0.00578,East,Titusville,FL,Florida,12009,Brevard County,1710,florida/titusville,29.224,-80.8194,28.5734,City,83
49962,49962,49374,48591,48100.5,47610,45948,45948,45948,45948,45948,45948,45948,45948,45948,42070,41445.26591,40820.53182,40195.79773,508216.6636,38946.32955,38321.59546,37696.86137,37072.12728,36447.39319,35822.6591,0.01191,Southeast,Fort Pierce,FL,Florida,12111,St. Lucie County,2068,florida/fort-pierce,24.155,-80.3425,27.4261,City,84
49841,49841,49261,48162,47841.5,47521,45201.2,45201.2,45201.2,45201.2,45201.2,45201.2,45201.2,45201.2,45201.2,35922,35388.56292,34855.12584,34321.68876,506122.6517,33254.8146,32721.37752,32187.94044,31654.50336,31121.06628,30587.62919,0.01177,East,Ocoee,FL,Florida,12095,Orange County,3170,florida/ocoee,15.725,-81.533,28.5788,City,85
47889,47889,48353,48575,49160,49745,47517.8,47517.8,47517.8,47517.8,47517.8,47517.8,47517.8,47517.8,47517.8,46961,46263.63519,45566.27038,44868.90557,509882.5408,43474.17595,42776.81113,42079.44632,41382.08151,40684.7167,39987.35189,-0.0096,Southeast,Coral Gables,FL,Florida,12086,Miami-Dade County,3705,florida/coral-gables,12.927,-80.2617,25.6831,City,86
47235,47235,47294,47404,47437.5,47471,44971.4,44971.4,44971.4,44971.4,44971.4,44971.4,44971.4,44971.4,44971.4,34973,34453.65545,33934.31089,33414.96634,505799.4218,32376.27724,31856.93268,31337.58813,30818.24358,30298.89903,29779.55447,-0.00125,East,Winter Garden,FL,Florida,12095,Orange County,2877,florida/winter-garden,16.419,-81.5912,28.5412,City,87
45228,45228,44217,43207,39958,36709,33334,33334,33334,33334,33334,33334,33334,33334,33334,31084,30622.4066,30160.81319,29699.21979,504474.8264,28776.03299,28314.43958,27852.84618,27391.25278,26929.65938,26468.06597,0.02286,East,University,FL,Florida,12095,Orange County,4998,florida/university-orange-county,9.05,-81.2001,28.5895,CDP,88
44982,44982,43594,42207,40815.5,39424,31104.4,31104.4,31104.4,31104.4,31104.4,31104.4,31104.4,31104.4,31104.4,25558,25178.46699,24798.93397,24419.40096,502592.6679,23660.33493,23280.80192,22901.26891,22521.73589,22142.20288,21762.66987,0.03184,East,Meadow Woods,FL,Florida,12095,Orange County,4027,florida/meadow-woods,11.171,-81.3337,28.3729,CDP,89
44951,44951,45257,45532,45853.5,46175,43413.8,43413.8,43413.8,43413.8,43413.8,43413.8,43413.8,43413.8,43413.8,41573,40955.6463,40338.29259,39720.93889,508047.3852,38486.23148,37868.87778,37251.52407,36634.17037,36016.81667,35399.46296,-0.00676,East,Altamonte Springs,FL,Florida,12117,Seminole County,4929,florida/altamonte-springs,9.12,-81.3947,28.661,City,90
44805,44805,44784,44532,44626.5,44721,44015.2,44015.2,44015.2,44015.2,44015.2,44015.2,44015.2,44015.2,44015.2,41192,40580.3041,39968.60819,39356.91229,507917.6164,38133.52049,37521.82458,36910.12868,36298.43278,35686.73687,35075.04097,0.00047,Southeast,North Lauderdale,FL,Florida,12011,Broward County,9694,florida/north-lauderdale,4.622,-80.2214,26.2125,City,91
44663,44663,44277,44069,43593,43117,40161,40161,40161,40161,40161,40161,40161,40161,40161,39422,38836.58837,38251.17674,37665.76511,507314.7535,36494.94185,35909.53022,35324.11859,34738.70696,34153.29533,33567.8837,0.00872,Northeast,Ormond Beach,FL,Florida,12127,Volusia County,1278,florida/ormond-beach,34.959,-81.1014,29.2933,City,92
44607,44607,43009,41299,39756,38213,28026.8,28026.8,28026.8,28026.8,28026.8,28026.8,28026.8,28026.8,28026.8,26895,26495.61271,26096.22542,25696.83813,503048.0508,24898.06354,24498.67625,24099.28896,23699.90167,23300.51438,22901.12709,0.03716,East,DeLand,FL,Florida,12127,Volusia County,2293,florida/deland,19.454,-81.2865,29.0227,City,93
44142,44142,44103,43818,43902,43986,42718.4,42718.4,42718.4,42718.4,42718.4,42718.4,42718.4,42718.4,42718.4,37648,37088.93204,36529.86408,35970.79612,506710.5282,34852.66021,34293.59225,33734.52429,33175.45633,32616.38837,32057.32041,0.00088,Southeast,Greenacres,FL,Florida,12099,Palm Beach County,7296,florida/greenacres,6.05,-80.1376,26.627,City,94
44092,44092,44105,43824,43983,44142,42498.6,42498.6,42498.6,42498.6,42498.6,42498.6,42498.6,42498.6,42498.6,41403,40788.17077,40173.34155,39558.51232,507989.4831,38328.85387,37714.02465,37099.19542,36484.36619,35869.53697,35254.70774,-0.00029,Southeast,Oakland Park,FL,Florida,12011,Broward County,5880,florida/oakland-park,7.499,-80.1524,26.1791,City,95
43720,43720,43346,43212,42718,42224,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.00863,Southeast,Lake Worth Beach,FL,Florida,12099,Palm Beach County,7419,florida/lake-worth-beach,5.893,-80.0587,26.6197,City,96
43278,43278,43762,43947,44580,45213,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40473,39871.98115,39270.96231,38669.94346,507672.7246,37467.90577,36866.88693,36265.86808,35664.84924,35063.83039,34462.81155,-0.01106,Southeast,Cutler Bay,FL,Florida,12086,Miami-Dade County,4377,florida/cutler-bay,9.887,-80.334,25.5761,Town,97
43006,43006,42749,42492,42403.5,42315,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39407,38821.81112,38236.62224,37651.43335,507309.6445,36481.05559,35895.86671,35310.67782,34725.48894,34140.30006,33555.11118,0.00601,Southeast,North Fort Myers,FL,Florida,12071,Lee County,871,florida/north-fort-myers,49.367,-81.8458,26.718,CDP,98
42568,42568,42789,43005,43228,43451,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41006,40397.06617,39788.13235,39179.19852,507854.2647,37961.33087,37352.39704,36743.46321,36134.52939,35525.59556,34916.66173,-0.00516,Southeast,North Miami Beach,FL,Florida,12086,Miami-Dade County,8788,florida/north-miami-beach,4.844,-80.1652,25.93,City,99
42318,42318,41580,40843,39786.5,38730,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,31996,31520.86351,31045.72703,30570.59054,504785.4541,29620.31757,29145.18109,28670.0446,28194.90812,27719.77163,27244.63515,0.01775,Central,Land O' Lakes,FL,Florida,12057,Hillsborough County,2232,florida/land-o-lakes,18.957,-82.4458,28.2083,CDP,100
41683,41683,41547,41197,41167.5,41138,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37197,36644.62933,36092.25867,35539.888,506556.9173,34435.14667,33882.776,33330.40533,32778.03467,32225.664,31673.29333,0.00327,Southeast,Hallandale Beach,FL,Florida,12011,Broward County,9896,florida/hallandale-beach,4.212,-80.1408,25.984,City,101
41637,41637,41231,39574,39793,40012,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,33560,33061.63832,32563.27663,32064.91495,505318.1533,31068.19158,30569.82989,30071.46821,29573.10653,29074.74484,28576.38316,0.00985,East,Oviedo,FL,Florida,12117,Seminole County,2680,florida/oviedo,15.535,-81.1871,28.6619,City,102
40837,40837,40571,40410,40090.5,39771,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34828,34310.80868,33793.61736,33276.42604,505750.0347,32242.04339,31724.85207,31207.66075,30690.46943,30173.27811,29656.08679,0.00656,South,Plant City,FL,Florida,12057,Hillsborough County,1371,florida/plant-city,29.776,-82.1178,28.0154,City,103
40607,40607,39280,37954,36759,35564,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,22038,21710.73853,21383.47707,21056.2156,501393.7541,20401.69267,20074.4312,19747.16974,19419.90827,19092.64681,18765.38534,0.03378,Southeast,Princeton,FL,Florida,12086,Miami-Dade County,5475,florida/princeton,7.417,-80.3984,25.5406,CDP,104
40403,40403,40281,40160,40011.5,39863,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38704,38129.25058,37554.50115,36979.75173,507070.2023,35830.25289,35255.50346,34680.75404,34106.00462,33531.25519,32956.50577,0.00303,Southeast,The Acreage,FL,Florida,12099,Palm Beach County,1179,florida/the-acreage,34.271,-80.2769,26.7742,CDP,105
40379,40379,37272,33645,30797,27949,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,20396,20093.12202,19790.24405,19487.36607,500834.4881,18881.61011,18578.73214,18275.85416,17972.97618,17670.09821,17367.22023,0.08336,East,Haines City,FL,Florida,12105,Polk County,1711,florida/haines-city,23.598,-81.6165,28.1128,City,106
40071,40071,39450,38829,38109.5,37390,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,31378,30912.04074,30446.08147,29980.12221,504574.9629,29048.20368,28582.24441,28116.28515,27650.32588,27184.36662,26718.40735,0.01574,Northwest,Navarre,FL,Florida,12113,Santa Rosa County,1737,florida/navarre,23.065,-86.8887,30.4161,CDP,107
40070,40070,37208,34346,30429.5,26513,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.07692,South,Lakewood Ranch,FL,Florida,12081,Manatee County,870,florida/lakewood-ranch,46.081,-82.3867,27.4235,CDP,108
39652,39652,39489,39277,39138,38999,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34278,33768.97611,33259.95222,32750.92832,505562.7044,31732.88054,31223.85665,30714.83276,30205.80886,29696.78497,29187.76108,0.00413,Southeast,Royal Palm Beach,FL,Florida,12099,Palm Beach County,3495,florida/royal-palm-beach,11.344,-80.2276,26.699,Village,109
39137,39137,38941,38693,38523,38353,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,33305,32810.42503,32315.85007,31821.2751,505231.3001,30832.12516,30337.5502,29842.97523,29348.40026,28853.8253,28359.25033,0.00503,East,Winter Springs,FL,Florida,12117,Seminole County,2634,florida/winter-springs,14.859,-81.27,28.6881,City,110
39102,39102,38848,38594,39426.5,40259,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35545,35017.16132,34489.32264,33961.48396,505994.2453,32905.8066,32377.96793,31850.12925,31322.29057,30794.45189,30266.61321,0.00654,South,Valrico,FL,Florida,12057,Hillsborough County,2832,florida/valrico,13.809,-82.2313,27.9191,CDP,111
39014,39014,38663,38350,37979,37608,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,32589,32105.05754,31621.11508,31137.17262,504987.4302,30169.2877,29685.34525,29201.40279,28717.46033,28233.51787,27749.57541,0.00908,Southeast,Riviera Beach,FL,Florida,12099,Palm Beach County,4713,florida/riviera-beach,8.278,-80.0761,26.7814,City,112
38910,38910,37911,36879,35896,34913,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,22648,22311.68011,21975.36022,21639.04034,501601.5204,20966.40056,20630.08067,20293.76079,19957.4409,19621.12101,19284.80112,0.02635,Southeast,Parkland,FL,Florida,12011,Broward County,3098,florida/parkland,12.559,-80.2543,26.3214,City,113
38307,38307,38741,38916,39479,40042,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35892,35359.00842,34826.01683,34293.02525,506112.4337,33227.04208,32694.05049,32161.05891,31628.06732,31095.07574,30562.08416,-0.0112,Southeast,Aventura,FL,Florida,12086,Miami-Dade County,14466,florida/aventura,2.648,-80.133,25.9602,City,114
38200,38200,37908,37769,37399.5,37030,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,22612,22276.21471,21940.42942,21604.64412,501589.2588,20933.07354,20597.28825,20261.50295,19925.71766,19589.93237,19254.14708,0.0077,Southeast,Estero,FL,Florida,12071,Lee County,1567,florida/estero,24.371,-81.7995,26.4256,Village,115
37796,37796,37380,36964,37043.5,37123,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,31973,31498.20506,31023.41012,30548.61518,504777.6202,29599.02531,29124.23037,28649.43543,28174.64049,27699.84555,27225.05062,0.01113,Southeast,Richmond West,FL,Florida,12086,Miami-Dade County,9059,florida/richmond-west,4.172,-80.4296,25.6093,CDP,116
36612,36612,36380,36148,35754,35360,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,33365,32869.53404,32374.06808,31878.60212,505251.7362,30887.6702,30392.20424,29896.73828,29401.27233,28905.80637,28410.34041,0.00638,South,Carrollwood,FL,Florida,12057,Hillsborough County,3969,florida/carrollwood,9.224,-82.5158,28.0582,CDP,117
36592,36592,35660,34768,33815,32862,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34695,34179.78371,33664.56742,33149.35113,505704.7348,32118.91856,31603.70227,31088.48598,30573.26969,30058.0534,29542.83712,0.02614,Northwest,Panama City,FL,Florida,12005,Bay County,1033,florida/panama-city,35.434,-85.6702,30.1663,City,118
36328,36328,35831,35333,34185.5,33038,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,29362,28925.97808,28489.95615,28053.93423,503888.3123,27181.89038,26745.86846,26309.84653,25873.82461,25437.80268,25001.78076,0.01387,Northeast,Fruit Cove,FL,Florida,12031,Duval County,2254,florida/fruit-cove,16.115,-81.621,30.0968,CDP,119
36120,36120,36060,36000,36887.5,37775,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35282,34758.06684,34234.13367,33710.20051,505904.6673,32662.33419,32138.40102,31614.46786,31090.5347,30566.60153,30042.66837,0.00166,South,Egypt Lake-Leto,FL,Florida,12057,Hillsborough County,6096,florida/egypt-lake-leto,5.925,-82.5061,28.0173,CDP,120
36029,36029,36035,35790,35920.5,36051,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,32848,32360.21142,31872.42285,31384.63427,505075.6457,30409.05712,29921.26854,29433.47997,28945.69139,28457.90282,27970.11424,-0.00017,Southeast,Lauderdale Lakes,FL,Florida,12011,Broward County,9788,florida/lauderdale-lakes,3.681,-80.2008,26.1669,City,121
35884,35884,35930,36058,36062,36066,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35321,34796.48769,34271.97538,33747.46308,505917.9508,32698.43846,32173.92615,31649.41385,31124.90154,30600.38923,30075.87692,-0.00128,South,Dunedin,FL,Florida,12103,Pinellas County,3421,florida/dunedin,10.49,-82.8154,28.0257,City,122
35706,35706,35706,35705,35694,35683,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35696,35165.91899,34635.83798,34105.75697,506045.676,33045.59495,32515.51394,31985.43293,31455.35192,30925.27091,30395.1899,0,Southeast,South Miami Heights,FL,Florida,12086,Miami-Dade County,7275,florida/south-miami-heights,4.908,-80.3858,25.5882,CDP,123
35515,35515,35560,35606,36817.5,38029,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,36154,35617.11775,35080.2355,34543.35325,506201.671,33469.58875,32932.7065,32395.82424,31858.94199,31322.05974,30785.17749,-0.00127,Southeast,Kendall West,FL,Florida,12086,Miami-Dade County,12905,florida/kendall-west,2.752,-80.4407,25.7068,CDP,124
34988,34988,34857,34725,34284,33843,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,33145,32652.80101,32160.60202,31668.40304,505176.804,30684.00506,30191.80607,29699.60709,29207.4081,28715.20911,28223.01012,0.00376,Southeast,Golden Glades,FL,Florida,12086,Miami-Dade County,7241,florida/golden-glades,4.832,-80.2007,25.913,CDP,125
34485,34485,33884,33284,34200.5,35117,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,26079,25691.7302,25304.46041,24917.19061,502770.1208,24142.65102,23755.38122,23368.11143,22980.84163,22593.57183,22206.30204,0.01774,East,Buenaventura Lakes,FL,Florida,12097,Osceola County,6183,florida/buenaventura-lakes,5.577,-81.3522,28.3334,CDP,126
34316,34316,34321,34107,34220.5,34334,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,28606,28181.20458,27756.40916,27331.61374,503630.8183,26482.02289,26057.22747,25632.43205,25207.63663,24782.84121,24358.04579,-0.00015,Southeast,Cooper City,FL,Florida,12011,Broward County,4269,florida/cooper-city,8.038,-80.285,26.0481,City,127
34226,34226,34263,34300,34137.5,33975,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34743,34227.07092,33711.14184,33195.21275,505721.0837,32163.35459,31647.42551,31131.49642,30615.56734,30099.63826,29583.70918,-0.00108,East,Merritt Island,FL,Florida,12009,Brevard County,2017,florida/merritt-island,16.971,-80.676,28.3092,CDP,128
